probe	logFC	AveExpr	t	P.Value	adj.P.Val	B	symbol
ILMN_2412336	3.860810916	8.53476737	52.35694813	1.29E-12	4.66E-10	19.72784394	AKR1C2
ILMN_1658483	4.596378494	9.684021105	52.20925628	1.32E-12	4.72E-10	19.70377401	IL1A
ILMN_1703009	5.099387089	7.478692237	52.09243902	1.35E-12	4.72E-10	19.684673	FAM20C
ILMN_1683165	4.269056645	8.189404072	52.07534322	1.35E-12	4.72E-10	19.68187297	FAM20C
ILMN_1800787	4.481294004	10.35888424	51.83702543	1.41E-12	4.86E-10	19.64271527	RFTN1
ILMN_2309156	4.080394919	8.63314763	51.71426347	1.44E-12	4.91E-10	19.62245313	PMEPA1
ILMN_1734276	4.255503176	10.05767902	51.56859112	1.48E-12	4.98E-10	19.59832856	PMEPA1
ILMN_2344298	5.946744761	9.459557835	51.39875876	1.52E-12	5.07E-10	19.57009127	STEAP2
ILMN_1812926	3.760994702	9.649789593	51.11960255	1.60E-12	5.27E-10	19.52341417	ANTXR2
ILMN_1765557	3.944957953	9.558521884	50.51202582	1.79E-12	5.81E-10	19.42067732	OLFML2B
ILMN_1774602	5.238800726	9.282708792	50.37583492	1.83E-12	5.87E-10	19.39743035	FBLN2
ILMN_3302919	3.250310041	10.98476892	50.33511782	1.84E-12	5.87E-10	19.39046452	MYOF
ILMN_2157441	4.687481693	9.243239807	50.22299821	1.88E-12	5.89E-10	19.37124587	HLA-DRA
ILMN_1709094	3.532277698	8.548258641	50.19576144	1.89E-12	5.89E-10	19.36656886	LIFR
ILMN_1715508	5.515883665	8.892099998	50.04123699	1.94E-12	5.99E-10	19.33997278	NNMT
ILMN_1786197	3.876099499	9.205237348	49.38555188	2.19E-12	6.69E-10	19.2259408	NR2F1
ILMN_1691376	3.197733299	9.290311499	48.98367547	2.36E-12	7.13E-10	19.15509216	JAG1
ILMN_1721770	4.003273687	9.515746852	48.81337797	2.44E-12	7.28E-10	19.12484672	PAPPA
ILMN_1703852	3.368490941	7.963815602	48.68030573	2.50E-12	7.39E-10	19.10111942	EFNB2
ILMN_1813704	4.289435562	9.743759368	48.02692415	2.82E-12	8.27E-10	18.98341803	KIAA1199
ILMN_1655577	4.824059708	8.450477485	47.94610813	2.87E-12	8.32E-10	18.96871945	TIAM1
ILMN_1802411	4.110348574	10.63935201	47.73510517	2.99E-12	8.57E-10	18.93019549	ITGA1
ILMN_2375360	3.51639803	9.007312276	47.52274492	3.11E-12	8.84E-10	18.89120718	COL4A5
ILMN_1679318	3.024766457	9.363792616	47.43261658	3.16E-12	8.91E-10	18.87459395	ARSJ
ILMN_1746864	3.475043415	9.068150714	47.37146339	3.20E-12	8.92E-10	18.86329913	PSCDBP
ILMN_1815057	6.304647889	8.8431295	47.06561269	3.39E-12	9.32E-10	18.80653419	PDGFRB
ILMN_2325763	6.284955915	9.155424657	46.98548398	3.45E-12	9.32E-10	18.79158629	VCAM1
ILMN_1770612	5.472537041	9.68131947	46.9542826	3.47E-12	9.32E-10	18.7857571	KRT15
ILMN_1706498	3.709760933	8.772854057	46.95241462	3.47E-12	9.32E-10	18.78540796	DSE
ILMN_1703886	3.655254794	9.371058621	46.83334336	3.55E-12	9.45E-10	18.76311689	SLC16A2
ILMN_1805466	4.574643667	8.463719159	46.66021613	3.67E-12	9.69E-10	18.73057975	SOX9
ILMN_1784948	4.582583757	9.06235961	46.48226754	3.80E-12	9.93E-10	18.69697944	SPOCD1
ILMN_1674811	3.870144509	9.423960254	46.44326258	3.83E-12	9.93E-10	18.68959313	OASL
ILMN_2297765	4.439136698	8.780029189	46.35179911	3.90E-12	1.00E-09	18.67224254	KCNMA1
ILMN_1809543	3.445403231	8.69418835	46.29830831	3.94E-12	1.00E-09	18.66207563	BDNF
ILMN_1771308	-3.207142818	8.838612551	-46.27192857	3.96E-12	1.00E-09	18.6570563	BAAT
ILMN_2129234	4.138992581	7.743829006	46.18133596	4.03E-12	1.00E-09	18.63979197	TMEM47
ILMN_1726352	3.836827526	8.711869124	46.16649737	4.04E-12	1.00E-09	18.63696016	THSD4
ILMN_2211032	3.789245746	7.340948466	45.83369818	4.32E-12	1.06E-09	18.57315048	SPANXB1
ILMN_2411745	3.731631405	8.285228703	45.75523197	4.39E-12	1.07E-09	18.55802206	EML1
ILMN_1810289	3.626912923	10.49043885	45.31211032	4.79E-12	1.16E-09	18.47198171	FER1L3
ILMN_1795715	4.962445476	9.344000673	45.20613978	4.89E-12	1.17E-09	18.45125172	DPYD
ILMN_1788250	4.511634988	9.323753011	45.04107695	5.06E-12	1.20E-09	18.41884266	LDOC1
ILMN_1767362	4.194636034	8.443599912	44.87685863	5.23E-12	1.23E-09	18.38645417	ADAMTS6
ILMN_2099773	4.173191291	8.201382482	44.74525151	5.37E-12	1.26E-09	18.3603923	SEMA3D
ILMN_1740871	3.91536451	9.056836321	44.64707465	5.48E-12	1.27E-09	18.34088923	FGF5
ILMN_1767113	3.471334722	10.0590141	44.50531731	5.64E-12	1.30E-09	18.31263587	AOX1
ILMN_1707975	4.390812153	9.139141068	44.34544132	5.83E-12	1.33E-09	18.28063883	SERPIND1
ILMN_1732468	3.225844004	8.411517142	44.30981477	5.87E-12	1.33E-09	18.27348943	HSPA4L
ILMN_1798379	4.352884669	9.411877234	44.27108831	5.92E-12	1.33E-09	18.26570997	NTM
ILMN_1785402	5.112909071	7.992639705	44.25062578	5.94E-12	1.33E-09	18.26159606	LTBP1
ILMN_1779043	3.815656183	7.524826066	44.20643806	5.99E-12	1.33E-09	18.25270434	CACNG6
ILMN_2377900	3.421111131	10.9430968	44.17810912	6.03E-12	1.33E-09	18.24699811	MAP1B
ILMN_1733997	4.283138265	10.48311103	44.11745146	6.11E-12	1.33E-09	18.23476495	SIRPB1
ILMN_1806907	3.841729385	9.118039614	44.02339328	6.22E-12	1.35E-09	18.21575507	PAWR
ILMN_1702740	5.902759031	8.346336782	43.82408051	6.49E-12	1.40E-09	18.17530826	IGFN1
ILMN_1679262	3.574964182	10.12805715	43.75556792	6.58E-12	1.41E-09	18.16135313	DPYSL3
ILMN_2113490	3.705144056	8.017039392	43.66611852	6.70E-12	1.42E-09	18.14309336	NTN4
ILMN_2370976	3.825030437	10.28269619	43.54055422	6.88E-12	1.45E-09	18.11738439	FER1L3
ILMN_2174658	4.230483175	6.916165918	43.39217679	7.10E-12	1.47E-09	18.08688813	FAM155A
ILMN_2402392	4.781216323	8.912108475	43.38462601	7.11E-12	1.47E-09	18.08533282	COL8A1
ILMN_1729368	3.882556979	8.544015584	43.38067277	7.11E-12	1.47E-09	18.0845184	FZD8
ILMN_2389506	4.701534294	9.007854446	43.06107907	7.61E-12	1.56E-09	18.01837864	HSD11B1
ILMN_1787193	5.354191402	8.014206012	43.03514163	7.65E-12	1.56E-09	18.01298482	CYP2S1
ILMN_2166457	-3.232690465	8.864306026	-42.96612337	7.76E-12	1.56E-09	17.99861297	HPGD
ILMN_1801842	3.997686238	11.65832284	42.96452574	7.76E-12	1.56E-09	17.99827996	PTX3
ILMN_1689976	4.446891028	8.236080469	42.6129202	8.36E-12	1.67E-09	17.9246252	EDIL3
ILMN_1806908	-3.112772318	10.14991329	-42.56580938	8.45E-12	1.67E-09	17.91470065	PRKCB1
ILMN_1656248	3.395361442	7.424860402	42.54461639	8.49E-12	1.67E-09	17.91023173	ASAM
ILMN_1670870	3.70549484	10.90656037	42.49459525	8.58E-12	1.67E-09	17.89967324	ALCAM
ILMN_2324909	3.378493149	6.697361932	42.31015835	8.92E-12	1.73E-09	17.86061242	PARD3B
ILMN_1811370	4.486881692	10.06868221	42.21502736	9.11E-12	1.73E-09	17.84038498	HSD11B1
ILMN_1662523	3.904342121	7.736451657	42.21284905	9.11E-12	1.73E-09	17.83992117	C3
ILMN_1689655	3.548776878	10.31873144	42.20837051	9.12E-12	1.73E-09	17.8389675	HLA-DRA
ILMN_1654074	3.48315021	10.14911348	42.19868569	9.14E-12	1.73E-09	17.83690478	ITGA3
ILMN_1663866	3.130230117	8.424193654	41.96443913	9.61E-12	1.80E-09	17.78683983	TGFBI
ILMN_1787186	3.058518458	9.321272478	41.81245657	9.94E-12	1.85E-09	17.7541772	NOV
ILMN_1782050	3.253962154	10.013111	41.58850725	1.04E-11	1.93E-09	17.70578801	CEBPD
ILMN_2146418	3.129542765	9.854883979	41.44177257	1.08E-11	1.98E-09	17.67391334	CRIM1
ILMN_2370624	5.125601282	8.687316674	41.29760747	1.11E-11	2.03E-09	17.64246523	COL13A1
ILMN_1779324	4.247766526	9.587732084	41.17325961	1.14E-11	2.08E-09	17.61523459	GZMA
ILMN_1681721	3.788680292	8.90480619	41.10519525	1.16E-11	2.10E-09	17.60028776	OASL
ILMN_3237376	3.044809654	7.265658828	40.81804176	1.24E-11	2.21E-09	17.53690317	GRAMD1B
ILMN_1804415	2.994017107	10.82085582	40.81338223	1.24E-11	2.21E-09	17.53587028	SMAGP
ILMN_1661197	4.501129922	8.574531894	40.7544628	1.25E-11	2.22E-09	17.52279736	CLCF1
ILMN_1701877	4.884963329	7.294156359	40.74023375	1.26E-11	2.22E-09	17.51963688	AXL
ILMN_2258816	4.021768056	8.271981117	40.60405841	1.30E-11	2.27E-09	17.48932386	SAMD3
ILMN_2283001	2.955725501	6.587164914	40.56971494	1.31E-11	2.28E-09	17.48165984	DSE
ILMN_1747436	-3.123819335	9.016349553	-40.37141792	1.37E-11	2.37E-09	17.43725722	SCML4
ILMN_1672148	3.272134091	6.497612158	40.17286733	1.43E-11	2.46E-09	17.39253812	AKR1B10
ILMN_2351466	3.909456975	10.16253787	40.07505946	1.46E-11	2.50E-09	17.3704128	NTM
ILMN_1770228	4.520539865	7.746009414	39.94552131	1.50E-11	2.56E-09	17.34101125	KRT34
ILMN_2364022	3.778779333	8.956179313	39.92536217	1.51E-11	2.56E-09	17.33642556	SLC16A3
ILMN_1780533	-2.652053216	8.483950716	-39.83788878	1.54E-11	2.59E-09	17.31649588	RNASE6
ILMN_2313901	3.899710811	9.679880477	39.7369303	1.58E-11	2.64E-09	17.2934295	PAM
ILMN_1663032	3.642840694	7.827159317	39.56515227	1.64E-11	2.73E-09	17.25402348	FNDC4
ILMN_1745817	-2.734931671	8.404343468	-39.48397909	1.67E-11	2.76E-09	17.23533211	NELL1
ILMN_1698685	3.347079217	9.117017246	39.31905929	1.74E-11	2.83E-09	17.19721717	MATN2
ILMN_1661895	-2.969125771	9.082079816	-39.31251351	1.74E-11	2.83E-09	17.19570049	PI15
ILMN_1676449	3.418757893	9.505318501	39.3057871	1.74E-11	2.83E-09	17.19414164	SLIT2
ILMN_1676663	3.40843105	9.751450103	39.23166492	1.77E-11	2.86E-09	17.17694303	TNFRSF11B
ILMN_1737252	3.375504412	10.49831999	39.09478732	1.83E-11	2.94E-09	17.14508272	NRG1
ILMN_1711311	4.205215218	7.227575865	38.97757789	1.88E-11	3.00E-09	17.11769628	PODXL
ILMN_1801098	4.058441912	8.984668027	38.95195246	1.89E-11	3.00E-09	17.11169594	TSLP
ILMN_1695880	2.760365968	12.12034801	38.91365289	1.91E-11	3.00E-09	17.10271924	LOX
ILMN_2071826	3.141621888	7.043230449	38.9084091	1.91E-11	3.00E-09	17.10148939	RNF152
ILMN_2406035	3.028177256	6.458279987	38.87187429	1.92E-11	3.01E-09	17.09291531	LAMA3
ILMN_2302947	3.4041917	9.154525995	38.78742182	1.96E-11	3.06E-09	17.07305963	CSF1
ILMN_2150851	4.811631047	10.37604641	38.75514968	1.98E-11	3.06E-09	17.06545874	SERPINB2
ILMN_1801833	2.644155622	9.418362155	38.72909439	1.99E-11	3.07E-09	17.05931666	ARHGAP24
ILMN_1774287	3.175986242	7.841943403	38.5545232	2.07E-11	3.18E-09	17.01803953	CFB
ILMN_1712759	3.471456356	7.450302869	38.4888729	2.11E-11	3.21E-09	17.00246006	SBSN
ILMN_2395652	2.736548068	6.937833131	38.42572996	2.14E-11	3.24E-09	16.98744631	PTGFR
ILMN_1794803	3.883994638	8.207307814	38.37103506	2.16E-11	3.27E-09	16.97441799	NDP
ILMN_2150856	4.406006024	9.767595244	38.3325894	2.18E-11	3.28E-09	16.96524726	SERPINB2
ILMN_1702363	3.071802492	8.34326518	38.01005443	2.36E-11	3.52E-09	16.88788593	SULF1
ILMN_1660364	2.925349295	8.099062774	37.71319051	2.53E-11	3.73E-09	16.81600395	PSCD4
ILMN_1678643	3.633581936	6.839525373	37.71223733	2.53E-11	3.73E-09	16.81577209	FHL2
ILMN_1729455	2.555778055	6.280414092	37.69216598	2.54E-11	3.73E-09	16.81088821	EML1
ILMN_1780630	-2.50992219	7.929696044	-37.69160363	2.55E-11	3.73E-09	16.81075133	ACCSL
ILMN_1766169	2.595442493	11.49727043	37.54706659	2.64E-11	3.80E-09	16.77549181	BCAT1
ILMN_1665307	3.538879351	7.516541886	37.5453192	2.64E-11	3.80E-09	16.77506457	AMPD3
ILMN_1805410	3.404295474	9.124744285	37.54062287	2.64E-11	3.80E-09	16.77391621	C15orf48
ILMN_2383349	3.131425499	11.34168869	37.51729526	2.65E-11	3.80E-09	16.7682096	STEAP3
ILMN_1773567	2.712770623	11.41884693	37.50175365	2.66E-11	3.80E-09	16.76440539	LAMA5
ILMN_2102670	3.569286804	6.571442916	37.49222646	2.67E-11	3.80E-09	16.76207246	GATA2
ILMN_2198300	3.396598644	6.504302348	37.37406087	2.75E-11	3.89E-09	16.73307998	SPANXC
ILMN_3299520	-2.980015819	8.33006172	-37.15672852	2.90E-11	4.08E-09	16.67947846	PRKCB
ILMN_1678501	2.991813423	7.912660073	37.07770323	2.95E-11	4.14E-09	16.65989823	ADD3
ILMN_1752965	2.932615784	8.366091594	37.02286871	2.99E-11	4.17E-09	16.64628344	GREM1
ILMN_1742881	4.162088516	8.434447544	36.99508674	3.01E-11	4.18E-09	16.6393766	SYT1
ILMN_2328776	2.906441197	8.815158822	36.86960117	3.11E-11	4.28E-09	16.60810508	MST4
ILMN_2395139	3.012732831	8.193334213	36.86428669	3.11E-11	4.28E-09	16.60677798	SERPINB7
ILMN_1673639	4.989855155	9.74666436	36.79893417	3.16E-11	4.33E-09	16.5904405	ABI3BP
ILMN_2379644	3.082640724	9.723543664	36.74325161	3.21E-11	4.37E-09	16.57649402	CD74
ILMN_2317923	2.469406988	6.381687586	36.496436	3.41E-11	4.62E-09	16.51438123	TMEM132A
ILMN_2403006	2.403056543	10.32168124	36.32510618	3.56E-11	4.80E-09	16.47098025	TJP1
ILMN_1722845	2.761897034	6.057522917	36.22796098	3.64E-11	4.89E-09	16.44626703	RAB3B
ILMN_1813490	2.973510284	8.288326459	36.21214682	3.66E-11	4.89E-09	16.4422368	FSD1
ILMN_1720998	3.85254505	8.796600917	36.18654644	3.68E-11	4.89E-09	16.43570827	CA12
ILMN_2169152	2.299912014	11.616613	36.17954847	3.69E-11	4.89E-09	16.43392274	SRGN
ILMN_2069399	3.202114387	6.388175627	36.1372953	3.73E-11	4.92E-09	16.42313348	PGM5P2
ILMN_1778831	2.618334098	6.292851749	36.10455673	3.76E-11	4.94E-09	16.41476381	NTSR1
ILMN_1716563	-3.172703448	8.658781931	-36.07445875	3.79E-11	4.95E-09	16.40706152	PRKCB1
ILMN_1779875	2.636297632	5.96216071	36.05394921	3.81E-11	4.95E-09	16.40180877	THY1
ILMN_1736317	2.408470068	6.519841407	35.99239687	3.87E-11	5.01E-09	16.38602386	NALCN
ILMN_2205999	3.463584112	11.17752611	35.94138485	3.92E-11	5.05E-09	16.37291853	OSMR
ILMN_1652185	3.638374334	9.550211381	35.89436968	3.96E-11	5.09E-09	16.36082116	IL4R
ILMN_2189027	-2.852280209	8.907029318	-35.84428804	4.01E-11	5.13E-09	16.34791479	LIPG
ILMN_2193706	-2.658156033	9.045959029	-35.82720492	4.03E-11	5.13E-09	16.34350764	HRK
ILMN_1673030	4.084431383	7.399167151	35.70356607	4.16E-11	5.27E-09	16.31153917	CMKLR1
ILMN_1701424	2.710925241	8.886981814	35.68281144	4.18E-11	5.28E-09	16.30616038	LAMC2
ILMN_3242266	-2.611358908	8.016143242	-35.6440107	4.22E-11	5.31E-09	16.29609515	ACCSL
ILMN_1792455	2.843178479	12.44005285	35.58372744	4.29E-11	5.35E-09	16.28043234	TMEM158
ILMN_2128770	2.754163125	9.680135497	35.5778134	4.29E-11	5.35E-09	16.27889412	CDR2L
ILMN_1730454	2.631218846	6.103164891	35.55454602	4.32E-11	5.36E-09	16.27283953	FOLR3
ILMN_1676213	3.303894798	8.752253103	35.54044168	4.33E-11	5.36E-09	16.26916713	SRPX2
ILMN_1709674	2.804150305	11.07888307	35.34866637	4.55E-11	5.60E-09	16.21906822	GFPT2
ILMN_1760160	2.852085533	9.341644571	35.30840909	4.60E-11	5.64E-09	16.20851217	STX1A
ILMN_1811238	3.68872626	8.283285414	35.23231352	4.69E-11	5.72E-09	16.18852128	ALPK2
ILMN_1697054	-2.815823991	8.859936259	-35.16163228	4.78E-11	5.80E-09	16.1699087	LRRN4CL
ILMN_1782761	-2.902342439	8.613100166	-35.12149076	4.83E-11	5.84E-09	16.15931922	ARHGAP20
ILMN_1680973	5.208699647	7.511038964	35.09052518	4.86E-11	5.86E-09	16.15114097	FOXF1
ILMN_1783909	3.06426789	7.864423539	35.06450577	4.90E-11	5.88E-09	16.1442627	COL6A2
ILMN_2167915	2.393597836	7.151242244	35.02470779	4.95E-11	5.91E-09	16.13373081	DSEL
ILMN_1701017	3.333683598	7.383646076	34.66798005	5.43E-11	6.46E-09	16.0387174	SAA1
ILMN_2278590	3.074673598	6.777993075	34.59443759	5.53E-11	6.55E-09	16.0189917	MEST
ILMN_1693910	2.374095402	5.961303553	34.58378203	5.55E-11	6.55E-09	16.01612971	IL15RA
ILMN_1702760	2.225037553	6.070417913	34.55489986	5.59E-11	6.58E-09	16.00836717	PGM5P2
ILMN_1653824	2.694173505	8.997871182	34.4164867	5.80E-11	6.79E-09	15.97106424	LAMC2
ILMN_1716704	2.3003693	5.981745007	34.3919542	5.84E-11	6.81E-09	15.96443492	NLRC5
ILMN_1652609	2.240954953	6.24078367	34.37491308	5.86E-11	6.81E-09	15.95982682	RGNEF
ILMN_1716465	-3.438611014	9.089998541	-34.28588585	6.00E-11	6.94E-09	15.93571082	RBP7
ILMN_2173611	2.626282427	8.610379933	34.27640169	6.02E-11	6.94E-09	15.93313755	MT1E
ILMN_2315208	2.242991491	6.297615118	34.22797588	6.09E-11	7.00E-09	15.91998595	CAMK2B
ILMN_1727045	-3.643106677	8.423526726	-34.20624199	6.13E-11	7.01E-09	15.91407658	RASGRP3
ILMN_2399100	3.40904368	8.329832684	34.18485076	6.16E-11	7.02E-09	15.90825622	FGF5
ILMN_1712545	3.054150223	7.620332395	34.12771493	6.26E-11	7.10E-09	15.89268993	S100A3
ILMN_2356955	2.602567527	7.786144419	33.98805779	6.49E-11	7.34E-09	15.85451709	PLAGL1
ILMN_1803338	3.399337506	9.522525936	33.96615215	6.53E-11	7.36E-09	15.84851352	CCDC80
ILMN_1656321	3.547938352	7.241729809	33.92806023	6.60E-11	7.37E-09	15.83806345	LTBP1
ILMN_2147345	3.012476647	8.449177677	33.9222951	6.61E-11	7.37E-09	15.83648071	C14orf45
ILMN_1729117	2.400343008	9.917520673	33.91490729	6.62E-11	7.37E-09	15.83445203	COL5A2
